date,home,region,city
1997-06-01,"Monterey, CA",California,"Monterey, California"
1997-06-02,"Monterey, CA",California,"Monterey, California"
1997-06-03,"Monterey, CA",California,"Monterey, California"
1997-06-04,"Monterey, CA",California,"Monterey, California"
1997-06-05,"Monterey, CA",California,"Monterey, California"
1997-06-06,"Monterey, CA",California,"Monterey, California"
1997-06-07,"Monterey, CA",California,"Monterey, California"
1997-06-08,"Monterey, CA",California,"Monterey, California"
1997-06-09,"Monterey, CA",California,"Monterey, California"
1997-06-10,"Monterey, CA",California,"Monterey, California"
1997-06-11,"Monterey, CA",California,"Monterey, California"
1997-06-12,"Monterey, CA",California,"Monterey, California"
1997-06-13,"Monterey, CA",California,"Monterey, California"
1997-06-14,"Monterey, CA",California,"Monterey, California"
1997-06-15,"Monterey, CA",California,"Monterey, California"
1997-06-16,"Monterey, CA",California,"Monterey, California"
1997-06-17,"Monterey, CA",California,"Monterey, California"
1997-06-18,"Monterey, CA",California,"Monterey, California"
1997-06-19,"Monterey, CA",California,"Monterey, California"
1997-06-20,"Monterey, CA",California,"Monterey, California"
1997-06-21,None,Tennessee,"Smithville, Tennessee"
1997-06-22,None,Tennessee,"Smithville, Tennessee"
1997-06-23,None,Tennessee,"Smithville, Tennessee"
1997-06-24,None,Tennessee,"Smithville, Tennessee"
1997-06-25,None,Tennessee,"Smithville, Tennessee"
1997-06-26,None,Ohio,"Springfield, Ohio"
1997-06-27,None,Ohio,"Springfield, Ohio"
1997-06-28,None,Ohio,"Springfield, Ohio"
1997-06-29,None,Ohio,"Springfield, Ohio"
1997-06-30,None,Ohio,"Springfield, Ohio"
1997-07-01,None,Ohio,"Springfield, Ohio"
1997-07-02,None,Ohio,"Springfield, Ohio"
1997-07-03,None,Ohio,"Springfield, Ohio"
1997-07-04,None,Ohio,"Springfield, Ohio"
1997-07-05,None,Ohio,"Springfield, Ohio"
1997-07-06,None,Ohio,"Springfield, Ohio"
1997-07-07,None,Ohio,"Springfield, Ohio"
1997-07-08,None,Ohio,"Springfield, Ohio"
1997-07-09,None,Ohio,"Springfield, Ohio"
1997-07-10,None,Ohio,"Springfield, Ohio"
1997-07-11,None,Ohio,"Springfield, Ohio"
1997-07-12,None,Ohio,"Springfield, Ohio"
1997-07-13,None,Ohio,"Springfield, Ohio"
1997-07-14,None,Ohio,"Springfield, Ohio"
1997-07-15,None,Ohio,"Springfield, Ohio"
1997-07-16,None,Ohio,"Springfield, Ohio"
1997-07-17,None,Ohio,"Springfield, Ohio"
1997-07-18,None,Ohio,"Springfield, Ohio"
1997-07-19,None,Ohio,"Springfield, Ohio"
1997-07-20,None,Ohio,"Springfield, Ohio"
1997-07-21,None,Ohio,"Springfield, Ohio"
1997-07-22,None,Ohio,"Springfield, Ohio"
1997-07-23,None,Ohio,"Springfield, Ohio"
1997-07-24,None,Ohio,"Springfield, Ohio"
1997-07-25,None,Ohio,"Springfield, Ohio"
1997-07-26,None,Ohio,"Springfield, Ohio"
1997-07-27,None,Ohio,"Springfield, Ohio"
1997-07-28,None,Ohio,"Springfield, Ohio"
1997-07-29,None,Ohio,"Springfield, Ohio"
1997-07-30,None,Ohio,"Springfield, Ohio"
1997-07-31,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-26,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-27,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-29,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-30,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-08-31,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-19,"Garmisch-Partenkirchen, DE",Austria,"Salzburg, Austria"
1997-09-20,"Garmisch-Partenkirchen, DE",Austria,"Salzburg, Austria"
1997-09-21,"Garmisch-Partenkirchen, DE",Austria,"Salzburg, Austria"
1997-09-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-26,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-27,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-29,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-09-30,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-26,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-27,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-29,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-30,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-10-31,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-15,"Garmisch-Partenkirchen, DE",Italy,"Vicenza, Italy"
1997-11-16,"Garmisch-Partenkirchen, DE",Italy,"Venice, Italy"
1997-11-17,"Garmisch-Partenkirchen, DE",Italy,"Venice, Italy"
1997-11-18,"Garmisch-Partenkirchen, DE",Italy,"Vicenza, Italy"
1997-11-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-11-25,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-11-26,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-11-27,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-11-28,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-11-29,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-11-30,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-01,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-02,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-03,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-04,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-05,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-06,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-07,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-08,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-09,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-10,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-11,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-12,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-13,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-14,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-15,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-16,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-17,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-18,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-19,"Garmisch-Partenkirchen, DE",Ohio,"Springfield, Ohio"
1997-12-20,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-21,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-22,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-23,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-24,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-25,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-26,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-27,"Garmisch-Partenkirchen, DE",Tennessee,"Smithville, Tennessee"
1997-12-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-12-29,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-12-30,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1997-12-31,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-26,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-27,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-29,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-30,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-01-31,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-01,"Garmisch-Partenkirchen, DE",Switzerland,"Zurich, Switzerland"
1998-02-02,"Garmisch-Partenkirchen, DE",Switzerland,"Zurich, Switzerland"
1998-02-03,"Garmisch-Partenkirchen, DE",Switzerland,"Zurich, Switzerland"
1998-02-04,"Garmisch-Partenkirchen, DE",Switzerland,"Zurich, Switzerland"
1998-02-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-16,"Garmisch-Partenkirchen, DE",Germany,"Nürnberg, Germany"
1998-02-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-26,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-27,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-02-28,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-01,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-02,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-17,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-18,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-19,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-20,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-21,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-22,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-23,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-24,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-25,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-03-26,"Garmisch-Partenkirchen, DE",Italy,"Florence, Italy"
1998-03-27,"Garmisch-Partenkirchen, DE",Italy,"Florence, Italy"
1998-03-28,"Garmisch-Partenkirchen, DE",Italy,"Florence, Italy"
1998-03-29,"Garmisch-Partenkirchen, DE",Italy,"San Gimignano, Italy"
1998-03-30,"Garmisch-Partenkirchen, DE",Italy,"San Gimignano, Italy"
1998-03-31,"Garmisch-Partenkirchen, DE",Italy,"Pisa, Italy"
1998-04-01,"Garmisch-Partenkirchen, DE",Italy,"Lucca, Italy"
1998-04-02,"Garmisch-Partenkirchen, DE",Italy,"Livorno, Italy"
1998-04-03,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-04,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-05,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-06,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-07,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-08,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-09,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-10,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-11,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-12,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-13,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-14,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-15,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
1998-04-16,"Garmisch-Partenkirchen, DE",Germany,"Garmisch-Partenkirchen, Germany"
