date,home,region,city
2015-03-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-11,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-20,"Carlisle, PA",Pennsylvania,"Pittsburgh, Pennsylvania"
2015-03-21,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-22,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-23,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-24,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-25,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-26,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-27,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-28,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-29,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-30,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-03-31,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-01,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-02,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-03,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-04,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-05,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-06,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-07,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-08,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-11,"Carlisle, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-04-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-20,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-21,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-22,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-23,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-24,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-25,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-26,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-27,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-28,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-29,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-04-30,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-01,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-02,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-03,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-04,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-05,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-06,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-07,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-08,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-11,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-20,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-21,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-22,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-23,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-24,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-25,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-26,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-27,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-28,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-29,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-30,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-05-31,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-01,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-02,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-03,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-04,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-05,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-06,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-07,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-08,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-11,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-20,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-21,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-22,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-23,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-24,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-25,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-26,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-27,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-28,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-29,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-06-30,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-01,"Carlisle, PA",Michigan,"Reading, Michigan"
2015-07-02,"Carlisle, PA",Michigan,"Reading, Michigan"
2015-07-03,"Carlisle, PA",Michigan,"Reading, Michigan"
2015-07-04,"Carlisle, PA",Michigan,"Reading, Michigan"
2015-07-05,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-06,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-07,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-08,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-11,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-20,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-21,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-22,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-23,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-24,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-25,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-26,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-27,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-28,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-29,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-30,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-07-31,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-01,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-02,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-03,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-04,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-05,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-06,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-07,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-08,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-09,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-10,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-11,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-12,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-13,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-14,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-15,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-16,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-17,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-18,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-19,"Carlisle, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-08-20,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-21,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-22,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-23,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-24,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-25,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-26,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-27,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-28,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-29,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-30,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-08-31,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-01,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-02,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-03,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-04,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-05,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-06,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-07,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-08,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-09,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-10,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-11,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-12,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-13,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-14,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-15,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-16,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-17,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-18,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-19,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-20,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-21,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-22,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-23,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-24,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-25,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-26,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-27,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-28,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-29,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-09-30,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-01,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-02,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-03,"Bethlehem, PA",New Jersey,"New Brunswick, New Jersey"
2015-10-04,"Bethlehem, PA",New Jersey,"New Brunswick, New Jersey"
2015-10-05,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-06,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-07,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-08,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-09,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-10-10,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-10-11,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-10-12,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-10-13,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-10-14,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-15,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-16,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-17,"Bethlehem, PA",Pennsylvania,"Lancaster, Pennsylvania"
2015-10-18,"Bethlehem, PA",Pennsylvania,"Lancaster, Pennsylvania"
2015-10-19,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-20,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-21,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-22,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-23,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-24,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-25,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-26,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-27,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-28,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-29,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-30,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-10-31,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-01,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-02,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-03,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-04,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-05,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-06,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-07,"Bethlehem, PA",New Jersey,"Princeton, New Jersey"
2015-11-08,"Bethlehem, PA",New Jersey,"Princeton, New Jersey"
2015-11-09,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-10,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-11,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-12,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-13,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-14,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-15,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-16,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-17,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-18,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-19,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-20,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-21,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-22,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-23,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-24,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-11-25,"Bethlehem, PA",Ohio,"Springfield, Ohio"
2015-11-26,"Bethlehem, PA",Ohio,"Springfield, Ohio"
2015-11-27,"Bethlehem, PA",Ohio,"Springfield, Ohio"
2015-11-28,"Bethlehem, PA",Ohio,"Springfield, Ohio"
2015-11-29,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-11-30,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-01,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-02,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-03,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-04,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-05,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-06,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-07,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-08,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-09,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-10,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-11,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-12,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-13,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-14,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-15,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-16,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2015-12-17,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-18,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-19,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-20,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-21,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-22,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-23,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-24,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-25,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-26,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-27,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-28,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-29,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-30,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2015-12-31,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-01,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-02,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-03,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-04,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-05,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-06,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-07,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-08,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-09,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-10,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-11,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-12,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-13,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-14,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-15,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-16,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-17,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-18,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-19,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-20,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-21,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-22,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-23,"Bethlehem, PA",Pennsylvania,"Carlisle, Pennsylvania"
2016-01-24,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-25,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-26,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-27,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-28,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-29,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-30,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-01-31,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-01,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-02,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-03,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-04,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-05,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-06,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
2016-02-07,"Bethlehem, PA",Pennsylvania,"Bethlehem, Pennsylvania"
